Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable,Vehicle_Age,Price_per_km
Toyota,Avalon,2011,Saudi,Black,Full,3.5,Gas,Automatic,150000,Makkah,58000,False,14,0.386667
Hyundai,Accent,2012,Saudi,White,Semi Full,1.6,Gas,Manual,228000,Jeddah,15000,False,13,0.065789
Lexus,Is,2008,Saudi,Bronze,Semi Full,2.0,Gas,Automatic,400000,Riyadh,22000,False,17,0.055
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,220000,Riyadh,68000,False,9,0.309091
Gmc,Yukon,2005,Other,Silver,Full,6.0,Gas,Automatic,195000,Makkah,23000,False,20,0.117949
Toyota,Rav4,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,84000,Jubail,85000,False,7,1.011905
Ford,Ranger,2021,Saudi,Navy,Standard,2.2,Diesel,Manual,9000,Abha,85000,False,4,9.444444
Hyundai,Sonata,2017,Saudi,Another Color,Semi Full,2.4,Gas,Automatic,20000,Riyadh,36000,False,8,1.8
Mazda,3,2015,Saudi,White,Standard,1.6,Gas,Automatic,200000,Riyadh,25000,False,10,0.125
Geely,Other,2017,Saudi,Blue,Full,1.4,Gas,Automatic,45000,Riyadh,36000,False,8,0.8
Chevrolet,Caprice,2013,Saudi,White,Standard,6.0,Gas,Automatic,266000,Riyadh,37000,False,12,0.139098
Ford,Victoria,2015,Saudi,Black,Semi Full,4.6,Gas,Automatic,130000,Dammam,70000,False,10,0.538462
Cadillac,Escalade,2016,Gulf Arabic,Black,Semi Full,6.2,Gas,Automatic,130000,Dammam,180000,False,9,1.384615
Kia,Mohave,2014,Saudi,White,Standard,3.8,Gas,Automatic,192,Dammam,39000,False,11,203.125
Ford,Taurus,2014,Saudi,Orange,Standard,2.0,Gas,Automatic,152000,Dammam,55000,False,11,0.361842
Gmc,Yukon,2013,Saudi,White,Full,2.7,Gas,Automatic,300,Jeddah,55000,False,12,183.333333
Hyundai,Other,2012,Saudi,Black,Full,2.4,Gas,Automatic,3330,Aseer,25000,False,13,7.507508
Hyundai,Tucson,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,120000,Jeddah,62000,False,7,0.516667
Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,18000,Jeddah,77000,False,8,4.277778
Toyota,Fj,2016,Saudi,White,Full,4.0,Gas,Automatic,148,Tabouk,98000,False,9,662.162162
Toyota,Camry,2017,Saudi,Blue,Full,2.5,Gas,Automatic,31000,Al-Baha,75000,False,8,2.419355
Toyota,Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,60000,Jeddah,75000,False,9,1.25
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,95000,Jeddah,85000,False,9,0.894737
Hyundai,Sonata,2008,Other,Grey,Standard,2.0,Gas,Automatic,382,Riyadh,12000,False,17,31.413613
Mazda,6,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,185000,Al-Medina,45000,False,11,0.243243
Nissan,Datsun,2009,Saudi,White,Semi Full,2.0,Gas,Manual,85000,Al-Medina,45000,False,16,0.529412
Nissan,Pathfinder,2001,Saudi,Silver,Semi Full,2.7,Gas,Automatic,546473,Al-Medina,14000,False,24,0.025619
Toyota,Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,311100,Al-Medina,63000,False,19,0.202507
Toyota,Furniture,2008,Saudi,White,Full,4.0,Gas,Automatic,288000,Al-Medina,36000,False,17,0.125
Toyota,Land Cruiser,2000,Saudi,White,Full,4.8,Gas,Automatic,396000,Al-Medina,30000,False,25,0.075758
Toyota,Land Cruiser Pickup,2014,Saudi,Bronze,Standard,6.0,Gas,Manual,192000,Al-Medina,73000,False,11,0.380208
Infiniti,Qx,2016,Saudi,Grey,Full,5.6,Gas,Automatic,185000,Dammam,119000,False,9,0.643243
Toyota,Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,133000,Riyadh,48000,False,8,0.360902
Ford,Taurus,2015,Other,Brown,Semi Full,3.5,Gas,Automatic,104000,Dammam,74000,False,10,0.711538
Dodge,Charger,2018,Other,Blue,Semi Full,3.6,Gas,Automatic,89000,Dammam,109000,False,7,1.224719
Kia,Carnival,2016,Other,White,Semi Full,3.3,Gas,Automatic,85000,Dammam,64000,False,9,0.752941
Chrysler,S300,2018,Other,Navy,Full,3.6,Gas,Automatic,66000,Dammam,122000,False,7,1.848485
Ford,Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,49000,False,11,0.272222
Ford,Taurus,2017,Other,Grey,Full,3.5,Gas,Automatic,131000,Dammam,73000,False,8,0.557252
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,22000,Hafar Al-Batin,41500,False,6,1.886364
Lexus,Es,2019,Saudi,Silver,Full,2.5,Hybrid,Automatic,62000,Yanbu,195000,False,6,3.145161
Toyota,Fj,2012,Other,White,Full,4.0,Gas,Automatic,270,Tabouk,60000,False,13,222.222222
Hyundai,Elantra,2013,Other,Silver,Semi Full,1.6,Gas,Automatic,169,Riyadh,20000,False,12,118.343195
Toyota,Previa,2009,Other,Silver,Standard,1.7,Gas,Automatic,400000,Riyadh,15000,False,16,0.0375
Nissan,Vtc,2019,Other,White,Full,4.8,Gas,Automatic,39000,Abha,145000,False,6,3.717949
Chevrolet,Impala,2014,Gulf Arabic,White,Standard,3.6,Gas,Automatic,255000,Khobar,43000,False,11,0.168627
Toyota,Land Cruiser,2003,Saudi,Black,Semi Full,4.5,Gas,Automatic,335000,Dammam,51000,False,22,0.152239
Chevrolet,Optra,2008,Other,Blue,Semi Full,1.6,Gas,Automatic,253250,Jeddah,9000,False,17,0.035538
Hyundai,Elantra,2017,Saudi,Grey,Full,2.0,Gas,Automatic,140000,Jeddah,47000,False,8,0.335714
Chrysler,300,2014,Saudi,Black,Semi Full,3.5,Gas,Automatic,272000,Riyadh,45000,False,11,0.165441
Toyota,Prado,2016,Saudi,White,Full,4.0,Gas,Automatic,69900,Dammam,128000,False,9,1.831187
Gmc,Sierra,2020,Saudi,Red,Semi Full,5.3,Gas,Automatic,60000,Dammam,155000,False,5,2.583333
Toyota,Hilux,2016,Other,White,Full,2.7,Gas,Automatic,208,Hail,77000,False,9,370.192308
Chevrolet,Caprice,2015,Saudi,Black,Semi Full,6.0,Gas,Automatic,235000,Tabouk,65000,False,10,0.276596
Bmw,The 7,2018,Saudi,Another Color,Full,3.0,Gas,Automatic,19000,Riyadh,225000,False,7,11.842105
Honda,Accord,2014,Saudi,White,Semi Full,2.4,Gas,Automatic,300,Riyadh,45000,False,11,150.0
Ford,F150,2018,Saudi,Brown,Full,5.0,Gas,Automatic,35000,Riyadh,195000,False,7,5.571429
Mitsubishi,Pajero,2017,Saudi,White,Semi Full,3.5,Gas,Automatic,159000,Dammam,55000,False,8,0.345912
Honda,Accord,2014,Saudi,White,Semi Full,4.0,Gas,Automatic,349000,Riyadh,48000,False,11,0.137536
Chevrolet,Suburban,2015,Saudi,Another Color,Full,5.3,Gas,Automatic,70000,Al-Baha,160000,False,10,2.285714
Gmc,Sierra,2013,Saudi,Silver,Full,5.3,Gas,Automatic,334,Riyadh,45000,False,12,134.730539
Lexus,Es,2016,Saudi,Grey,Semi Full,3.6,Gas,Automatic,200000,Jeddah,105000,False,9,0.525
Geely,Ec7,2014,Saudi,Black,Full,1.6,Gas,Automatic,229000,Jeddah,18000,False,11,0.078603
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,139400,Tabouk,58000,False,8,0.416069
Mazda,Cx9,2020,Saudi,Grey,Full,4.0,Gas,Automatic,51000,Riyadh,130000,False,5,2.54902
Ford,Taurus,2017,Other,Black,Semi Full,1.7,Gas,Automatic,92595,Riyadh,83000,False,8,0.896377
Hyundai,Azera,2018,Saudi,Another Color,Standard,3.5,Gas,Automatic,147,Tabouk,2049,False,7,13.938776
Dodge,Durango,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,200900,Jeddah,30000,False,14,0.149328
Toyota,Furniture,2015,Saudi,White,Full,2.7,Gas,Automatic,209,Riyadh,72000,False,10,344.497608
Ford,Victoria,2007,Saudi,Golden,Semi Full,4.6,Gas,Automatic,480,Riyadh,15000,False,18,31.25
Nissan,Bus Urvan,2016,Saudi,White,Standard,2.5,Gas,Manual,106000,Dammam,65000,False,9,0.613208
Gmc,Yukon,2014,Saudi,Red,Standard,5.3,Gas,Automatic,92000,Dammam,90000,False,11,0.978261
Lexus,Is,2015,Saudi,Bronze,Full,3.5,Gas,Automatic,181000,Riyadh,60000,False,10,0.331492
Toyota,Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,233000,Jubail,25000,False,12,0.107296
Kia,Sorento,2015,Saudi,Black,Semi Full,3.3,Gas,Automatic,182000,Dammam,30000,False,10,0.164835
Hyundai,Creta,2017,Saudi,Silver,Semi Full,1.6,Gas,Automatic,120000,Jeddah,50000,False,8,0.416667
Ford,Explorer,2016,Saudi,Black,Standard,3.5,Gas,Automatic,228000,Riyadh,65000,False,9,0.285088
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,71000,Al-Medina,62000,False,7,0.873239
Hyundai,Sonata,2019,Saudi,Silver,Semi Full,2.4,Gas,Automatic,53000,Dammam,79000,False,6,1.490566
Kia,Cerato,2015,Saudi,White,Standard,1.6,Gas,Automatic,170000,Riyadh,27000,False,10,0.158824
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,79000,Dammam,33000,False,7,0.417722
Mercedes,E,2016,Other,Black,Standard,2.0,Gas,Automatic,110440,Riyadh,98000,False,9,0.88736
Toyota,Avalon,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,340000,Tabouk,43000,False,11,0.126471
Hyundai,Sonata,2013,Saudi,White,Full,2.6,Gas,Automatic,280,Riyadh,25000,False,12,89.285714
Hyundai,Tucson,2019,Saudi,Grey,Semi Full,2.0,Gas,Automatic,101000,Riyadh,1300,False,6,0.012871
Dodge,Charger,2016,Other,Another Color,Full,5.7,Gas,Automatic,100000,Dammam,109000,False,9,1.09
Nissan,Sentra,2017,Saudi,White,Standard,1.6,Gas,Automatic,50700,Riyadh,37000,False,8,0.729783
Volkswagen,Touareg,2006,Other,Another Color,Semi Full,4.0,Gas,Automatic,290000,Jeddah,12000,False,19,0.041379
Chevrolet,Silverado,2018,Saudi,Silver,Standard,4.3,Gas,Automatic,70000,Abha,77000,False,7,1.1
Mercedes,C,2016,Other,White,Semi Full,2.0,Gas,Automatic,76000,Riyadh,102000,False,9,1.342105
Nissan,Altima,2017,Saudi,White,Semi Full,3.0,Gas,Automatic,85000,Riyadh,58000,False,8,0.682353
Ford,Taurus,2015,Saudi,Black,Full,3.0,Gas,Automatic,197000,Riyadh,58000,False,10,0.294416
Nissan,Navara,2015,Saudi,White,Semi Full,2.0,Gas,Manual,45000,Riyadh,50000,False,10,1.111111
Kia,Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,191,Riyadh,38500,False,10,201.570681
Kia,Optima,2015,Saudi,Navy,Semi Full,2.0,Gas,Automatic,190000,Riyadh,38000,False,10,0.2
Nissan,Juke,2014,Saudi,Navy,Semi Full,2.0,Gas,Automatic,68000,Riyadh,35000,False,11,0.514706
Suzuki,Grand Vitara,2013,Saudi,White,Semi Full,2.0,Gas,Manual,16000,Riyadh,35000,False,12,2.1875
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,51000,Riyadh,34000,False,7,0.666667
Toyota,Prado,2016,Saudi,Grey,Semi Full,4.0,Gas,Automatic,67000,Riyadh,90000,False,9,1.343284
Toyota,Fj,2020,Saudi,White,Standard,4.0,Gas,Automatic,68500,Riyadh,117000,False,5,1.708029
Foton,Mini Van,2017,Gulf Arabic,White,Standard,2.7,Gas,Manual,145000,Riyadh,39500,False,8,0.272414
Ford,Fusion,2015,Saudi,Grey,Semi Full,2.5,Gas,Automatic,85000,Riyadh,35000,False,10,0.411765
Hyundai,H1,2018,Other,Brown,Semi Full,7.0,Gas,Automatic,40000,Qassim,63000,False,7,1.575
Kia,Optima,2018,Saudi,Silver,Semi Full,2.4,Gas,Automatic,131000,Riyadh,59000,False,7,0.450382
Toyota,Corolla,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,186000,Al-Medina,27000,False,12,0.145161
Ford,Van,2013,Saudi,White,Semi Full,6.8,Gas,Automatic,40000,Abha,40000,False,12,1.0
Chevrolet,Blazer,2007,Saudi,Black,Semi Full,6.0,Gas,Automatic,400,Jazan,8000,False,18,20.0
Nissan,Land Cruiser Pickup,1999,Saudi,White,Standard,4.5,Gas,Manual,180000,Riyadh,28000,False,26,0.155556
Hyundai,Azera,2015,Saudi,Silver,Full,3.5,Gas,Automatic,215515,Riyadh,42000,False,10,0.194882
Mercedes,G,2019,Other,Black,Full,4.0,Gas,Automatic,39000,Riyadh,800000,False,6,20.512821
Toyota,Land Cruiser,2013,Saudi,Bronze,Standard,4.6,Gas,Manual,350000,Dammam,86000,False,12,0.245714
Kia,Cerato,2015,Gulf Arabic,Silver,Standard,1.6,Gas,Automatic,141000,Dammam,25000,False,10,0.177305
Kia,Seltos,2021,Saudi,Red,Semi Full,1.6,Gas,Automatic,10000,Riyadh,75000,False,4,7.5
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,66000,Al-Medina,29000,False,6,0.439394
Toyota,Corolla,2020,Saudi,Another Color,Semi Full,1.6,Gas,Automatic,39000,Jeddah,69000,False,5,1.769231
Mercedes,G,2014,Saudi,White,Full,5.5,Gas,Automatic,125000,Riyadh,245000,False,11,1.96
Gmc,Yukon,2017,Saudi,Golden,Semi Full,5.3,Gas,Automatic,30000,Aseer,158000,False,8,5.266667
Chevrolet,Tahoe,2013,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,172000,Jeddah,60000,False,12,0.348837
Kia,Cadenza,2017,Saudi,Silver,Standard,3.0,Gas,Automatic,93000,Riyadh,57000,False,8,0.612903
Ford,Taurus,2015,Saudi,Black,Standard,3.5,Gas,Automatic,140000,Dammam,64000,False,10,0.457143
Toyota,Previa,2015,Gulf Arabic,White,Full,2.4,Gas,Automatic,156000,Riyadh,56500,False,10,0.362179
Chrysler,C300,2017,Saudi,Black,Standard,3.6,Gas,Automatic,133000,Riyadh,70000,False,8,0.526316
Toyota,Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,15000,Riyadh,105500,False,5,7.033333
Gmc,Sierra,2018,Saudi,Navy,Standard,5.3,Gas,Automatic,126000,Riyadh,111000,False,7,0.880952
Lexus,Rx,2016,Gulf Arabic,Brown,Full,3.5,Gas,Automatic,176700,Riyadh,130000,False,9,0.73571
Toyota,Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,49000,Riyadh,103000,False,5,2.102041
Kia,Sportage,2020,Saudi,Navy,Full,1.6,Gas,Automatic,7688,Riyadh,67000,False,5,8.71488
Toyota,Innova,2016,Saudi,White,Full,2.7,Gas,Automatic,84000,Riyadh,69000,False,9,0.821429
Honda,Odyssey,2015,Gulf Arabic,Brown,Full,2.7,Gas,Automatic,123000,Riyadh,59000,False,10,0.479675
Lexus,Ls,2014,Saudi,White,Full,4.6,Gas,Automatic,202000,Riyadh,133000,False,11,0.658416
Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,58000,Riyadh,151000,False,6,2.603448
Chevrolet,Tahoe,2016,Saudi,Blue,Full,5.6,Gas,Automatic,168000,Riyadh,115500,False,9,0.6875
Mazda,3,2018,Saudi,Another Color,Standard,2.0,Gas,Automatic,31000,Al-Medina,54000,False,7,1.741935
Mazda,3,2018,Saudi,Another Color,Standard,1.8,Gas,Automatic,53000,Al-Medina,54000,False,7,1.018868
Mazda,3,2018,Saudi,Another Color,Standard,1.8,Gas,Automatic,54000,Al-Medina,54000,False,7,1.0
Mazda,3,2018,Saudi,Silver,Standard,1.8,Gas,Automatic,23000,Al-Medina,55000,False,7,2.391304
Mazda,Cx3,2018,Saudi,Blue,Semi Full,2.9,Gas,Automatic,78000,Al-Medina,54000,False,7,0.692308
Mazda,Cx3,2018,Saudi,White,Standard,2.0,Gas,Automatic,30000,Al-Medina,54000,False,7,1.8
Mazda,Cx3,2018,Saudi,Another Color,Standard,2.0,Gas,Automatic,31000,Al-Medina,55000,False,7,1.774194
Mazda,3,2019,Saudi,White,Standard,1.6,Gas,Automatic,53000,Al-Medina,46500,False,6,0.877358
Toyota,Prado,2019,Gulf Arabic,White,Full,4.0,Gas,Automatic,82000,Riyadh,149500,False,6,1.823171
Hyundai,Accent,2018,Saudi,Black,Standard,1.4,Gas,Automatic,105000,Riyadh,35000,False,7,0.333333
Land Rover,Range Rover,2017,Saudi,White,Full,5.2,Gas,Automatic,77000,Al-Medina,275000,False,8,3.571429
Porsche,Panamera,2011,Saudi,White,Full,5.7,Gas,Automatic,108000,Al-Medina,99000,False,14,0.916667
Mercedes,S,2011,Saudi,White,Full,3.8,Gas,Automatic,203000,Al-Medina,98000,False,14,0.482759
Honda,Accord,2018,Saudi,Silver,Full,1.5,Gas,Automatic,70000,Al-Medina,96000,False,7,1.371429
Mercedes,S,2011,Gulf Arabic,White,Full,3.8,Gas,Automatic,132000,Al-Medina,90000,False,14,0.681818
Mercedes,S,2010,Saudi,Brown,Full,3.8,Gas,Automatic,114000,Al-Medina,88000,False,15,0.77193
Toyota,Avalon,2014,Saudi,Black,Full,3.8,Gas,Automatic,156000,Al-Medina,73000,False,11,0.467949
Chevrolet,Camaro,2013,Saudi,Grey,Full,5.7,Gas,Automatic,137000,Al-Medina,63000,False,12,0.459854
Mazda,Cx3,2018,Saudi,Brown,Standard,2.0,Gas,Automatic,49000,Al-Medina,55000,False,7,1.122449
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,84000,Al-Medina,51000,False,6,0.607143
Mazda,3,2018,Saudi,Black,Standard,1.6,Gas,Automatic,99000,Al-Medina,45000,False,7,0.454545
Toyota,Innova,2014,Saudi,White,Standard,2.5,Gas,Automatic,163000,Al-Medina,39000,False,11,0.239264
Toyota,Hilux,2020,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,27000,Riyadh,104500,False,5,3.87037
Lexus,Es,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,128000,Riyadh,93500,False,7,0.730469
Toyota,Previa,2017,Gulf Arabic,White,Standard,2.4,Gas,Automatic,139000,Riyadh,62000,False,8,0.446043
Mazda,3,2016,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,129000,Riyadh,31000,False,9,0.24031
Lexus,Lx,2021,Saudi,White,Full,5.7,Gas,Automatic,4500,Al-Medina,460500,False,4,102.333333
Land Rover,Range Rover,2019,Saudi,Black,Full,5.6,Gas,Automatic,36000,Riyadh,520000,False,6,14.444444
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,119000,Najran,69000,False,8,0.579832
Nissan,Pathfinder,2013,Saudi,Silver,Semi Full,3.5,Gas,Automatic,127000,Riyadh,38000,False,12,0.299213
Hyundai,Elantra,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,146000,Riyadh,40000,False,8,0.273973
Toyota,Camry,2020,Saudi,White,Full,3.5,Gas,Automatic,26000,Dammam,126000,False,5,4.846154
Nissan,Vtc,2019,Saudi,Grey,Standard,4.8,Gas,Automatic,100,Arar,138000,False,6,1380.0
Mitsubishi,Pajero,2016,Gulf Arabic,White,Full,3.8,Gas,Automatic,260000,Riyadh,60000,False,9,0.230769
Toyota,Hilux,2020,Saudi,White,Full,2.7,Gas,Automatic,22000,Al-Ahsa,120000,False,5,5.454545
Chrysler,300,2014,Other,Black,Full,5.7,Gas,Automatic,188000,Al-Ahsa,57000,False,11,0.303191
Kia,Carenz,2015,Saudi,Black,Standard,2.0,Gas,Automatic,102000,Al-Ahsa,40000,False,10,0.392157
Hyundai,Accent,2018,Saudi,White,Semi Full,1.4,Gas,Automatic,95000,Al-Ahsa,41000,False,7,0.431579
Ford,Edge,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,198000,Al-Ahsa,69000,False,9,0.348485
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,110000,Al-Ahsa,51000,False,7,0.463636
Kia,Rio,2016,Saudi,Grey,Full,1.4,Gas,Automatic,91000,Al-Ahsa,37000,False,9,0.406593
Chrysler,300,2018,Saudi,Silver,Full,5.7,Gas,Automatic,157000,Al-Ahsa,127000,False,7,0.808917
Ford,Other,2016,Saudi,Another Color,Full,3.2,Gas,Automatic,15500,Riyadh,90000,False,9,5.806452
Lexus,Is,2017,Saudi,Grey,Full,3.5,Gas,Automatic,69000,Jazan,150000,False,8,2.173913
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,105000,Al-Ahsa,55000,False,8,0.52381
Fiat,Doblo,2015,Saudi,White,Standard,1.4,Gas,Manual,119000,Al-Ahsa,25000,False,10,0.210084
Ford,Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Al-Ahsa,88000,False,6,0.814815
Nissan,Sentra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,62000,Al-Ahsa,41000,False,7,0.66129
Hyundai,Tucson,2016,Other,Brown,Semi Full,2.4,Gas,Automatic,119800,Jeddah,57000,False,9,0.475793
Nissan,Datsun,2014,Other,White,Standard,2.4,Gas,Manual,282,Riyadh,24000,False,11,85.106383
Chevrolet,Suburban,2008,Other,Black,Full,5.3,Gas,Automatic,263,Taef,32000,False,17,121.673004
Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,65000,Taef,52000,False,7,0.8
Chrysler,C300,2013,Saudi,White,Full,5.7,Gas,Automatic,200,Makkah,55000,False,12,275.0
Mitsubishi,Nativa,2010,Saudi,Silver,Semi Full,3.0,Gas,Automatic,244,Hail,17000,False,15,69.672131
Volkswagen,Beetle,2015,Saudi,Blue,Full,6.0,Gas,Automatic,130000,Makkah,55000,False,10,0.423077
Nissan,Vtc,2015,Saudi,White,Standard,4.8,Gas,Manual,340000,Al-Ahsa,49000,False,10,0.144118
Toyota,Hilux,1995,Saudi,White,Full,2.4,Gas,Manual,300,Aseer,15000,False,30,50.0
Ford,Fusion,2012,Other,Silver,Semi Full,2.5,Gas,Automatic,300000,Dammam,18000,False,13,0.06
Hyundai,Azera,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,36000,Riyadh,48000,False,9,1.333333
Mitsubishi,Pajero,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,193000,Riyadh,45000,False,9,0.233161
Toyota,Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,46800,Dammam,257000,False,5,5.491453
Ford,Marquis,1999,Other,Golden,Full,4.6,Gas,Automatic,388000,Najran,10000,False,26,0.025773
Nissan,Patrol,2015,Saudi,White,Semi Full,4.8,Gas,Automatic,247000,Jeddah,75000,False,10,0.303644
Lexus,Nx,2020,Saudi,White,Full,2.0,Gas,Automatic,4100,Jeddah,170000,False,5,41.463415
Mercedes,S,2011,Saudi,Brown,Full,3.0,Gas,Automatic,137000,Jeddah,85000,False,14,0.620438
Nissan,Sunny,2019,Other,White,Semi Full,1.5,Gas,Automatic,46000,Jeddah,32000,False,6,0.695652
Gmc,Yukon,2008,Saudi,Golden,Semi Full,5.3,Gas,Automatic,280000,Taef,42000,False,17,0.15
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,7000,Jeddah,65000,False,9,9.285714
Nissan,Patrol,2016,Saudi,White,Standard,4.8,Gas,Automatic,59000,Jeddah,83000,False,9,1.40678
Hyundai,Tucson,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,58000,Makkah,1313,False,5,0.022638
Dodge,Charger,2014,Other,Red,Full,3.6,Gas,Automatic,300000,Jeddah,35000,False,11,0.116667
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,190000,Al-Baha,65000,False,9,0.342105
Mitsubishi,Pajero,2017,Saudi,Another Color,Full,3.8,Gas,Automatic,28000,Jeddah,88000,False,8,3.142857
Nissan,Land Cruiser Pickup,2011,Saudi,White,Semi Full,6.0,Gas,Manual,236564,Taef,37000,False,14,0.156406
Lexus,Rx,2015,Saudi,Grey,Standard,3.5,Gas,Automatic,70000,Jeddah,95000,False,10,1.357143
Bmw,The 7,2019,Saudi,White,Full,3.0,Gas,Automatic,14000,Jeddah,247000,False,6,17.642857
Suzuki,Ertiga,2015,Saudi,White,Semi Full,1.8,Gas,Automatic,168000,Al-Medina,22000,False,10,0.130952
Chevrolet,Tahoe,2007,Other,Another Color,Full,5.3,Gas,Automatic,128,Jeddah,35000,False,18,273.4375
Mercedes,E,2016,Saudi,White,Full,2.0,Gas,Automatic,94000,Riyadh,110000,False,9,1.170213
Gmc,Yukon,2020,Other,Black,Full,5.3,Gas,Automatic,63860,Jeddah,175000,False,5,2.74037
Ford,Edge,2016,Saudi,Brown,Full,3.5,Gas,Automatic,76200,Dammam,77000,False,9,1.010499
Mitsubishi,Pajero,2017,Saudi,Black,Full,3.8,Gas,Automatic,251000,Jeddah,65000,False,8,0.258964
Hyundai,H1,2016,Other,Grey,Semi Full,2.4,Gas,Automatic,280000,Makkah,32000,False,9,0.114286
Hyundai,Tucson,2020,Saudi,Bronze,Semi Full,2.0,Gas,Automatic,22000,Jeddah,80000,False,5,3.636364
Nissan,Sentra,2020,Saudi,White,Semi Full,1.6,Gas,Automatic,7000,Aseer,55000,False,5,7.857143
Toyota,4Runner,2018,Saudi,White,Full,6.1,Gas,Automatic,115150,Jeddah,95000,False,7,0.825011
Volkswagen,Passat,2015,Other,Silver,Full,2.5,Diesel,Automatic,70000,Jeddah,73000,False,10,1.042857
Ford,Expedition,2012,Saudi,Silver,Standard,5.4,Gas,Automatic,360000,Riyadh,30000,False,13,0.083333
Dodge,Charger,2013,Saudi,Red,Full,5.7,Gas,Automatic,144000,Yanbu,59000,False,12,0.409722
Mercedes,C,2016,Other,Navy,Full,2.2,Gas,Automatic,95000,Jeddah,127000,False,9,1.336842
Bmw,The 7,2018,Saudi,White,Full,2.0,Gas,Automatic,52000,Riyadh,200000,False,7,3.846154
Toyota,Avalon,2017,Saudi,White,Standard,1.2,Gas,Automatic,200000,Riyadh,80000,False,8,0.4
Lexus,Es,2016,Other,Bronze,Semi Full,3.5,Gas,Automatic,104000,Al-Ahsa,98000,False,9,0.942308
Chrysler,C300,2017,Other,Silver,Semi Full,3.6,Gas,Automatic,77000,Al-Ahsa,82000,False,8,1.064935
Chrysler,C300,2016,Other,White,Semi Full,3.6,Gas,Automatic,100000,Al-Ahsa,79500,False,9,0.795
Kia,Rio,2016,Saudi,Silver,Standard,1.4,Gas,Automatic,119000,Dammam,20000,False,9,0.168067
Toyota,Camry,2002,Other,Green,Standard,2.4,Gas,Manual,450000,Najran,14000,False,23,0.031111
Gac,Gs3,2021,Saudi,White,Full,1.3,Gas,Automatic,9000,Al-Ahsa,57000,False,4,6.333333
Toyota,Ciocca,2009,Saudi,Grey,Semi Full,5.7,Gas,Automatic,349900,Makkah,25000,False,16,0.071449
Infiniti,Qx,2015,Saudi,Grey,Full,5.0,Gas,Automatic,123000,Riyadh,70000,False,10,0.569106
Toyota,Furniture,2019,Saudi,White,Semi Full,2.7,Gas,Automatic,37000,Dammam,107000,False,6,2.891892
Hyundai,Sonata,2018,Saudi,Another Color,Standard,2.4,Gas,Automatic,68000,Riyadh,53000,False,7,0.779412
Kia,Rio,2015,Saudi,Red,Standard,1.6,Gas,Automatic,150,Riyadh,22000,False,10,146.666667
Kia,Sportage,2018,Saudi,White,Standard,2.0,Gas,Automatic,129000,Dammam,60000,False,7,0.465116
