Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Negotiable,Vehicle_Age,Price_per_km
Changan,Eado,2021,Saudi,Brown,Full,1.6,Gas,Automatic,1000,Jeddah,60000,False,4,60.0
Toyota,Avalon,2020,Saudi,Black,Full,3.5,Gas,Automatic,48000,Al-Medina,2465,False,5,0.051354
Maserati,Quattroporte,2015,Saudi,Navy,Full,3.0,Gas,Automatic,125000,Dammam,125000,False,10,1.0
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,108000,Dammam,34000,False,7,0.314815
Nissan,Datsun,2016,Saudi,White,Semi Full,2.4,Gas,Manual,39000,Dammam,52000,False,9,1.333333
Ford,Taurus,2019,Saudi,White,Standard,3.0,Gas,Automatic,77000,Riyadh,77000,False,6,1.0
Lexus,Gs,2017,Gulf Arabic,White,Full,1.0,Gas,Automatic,69000,Al-Ahsa,163000,False,8,2.362319
Hyundai,Senta Fe,2016,Saudi,White,Full,3.3,Gas,Automatic,131000,Al-Ahsa,60000,False,9,0.458015
Gmc,Sierra,2002,Gulf Arabic,White,Standard,1.4,Gas,Manual,252000,Makkah,12500,False,23,0.049603
Toyota,Land Cruiser,2016,Saudi,White,Full,4.6,Gas,Automatic,228000,Dammam,160000,False,9,0.701754
Mercedes,S,2014,Saudi,Black,Full,3.0,Gas,Automatic,90000,Riyadh,220000,False,11,2.444444
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,31000,Dammam,72000,False,7,2.322581
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,93000,Dammam,79000,False,12,0.849462
Ford,Edge,2014,Saudi,White,Full,3.5,Gas,Automatic,186000,Al-Ahsa,54000,False,11,0.290323
Ford,Edge,2017,Gulf Arabic,White,Full,1.7,Gas,Automatic,60000,Al-Ahsa,105000,False,8,1.75
Cadillac,Escalade,2015,Saudi,Brown,Full,8.3,Gas,Automatic,241000,Al-Medina,140000,False,10,0.580913
Dodge,Charger,2012,Saudi,Red,Standard,3.6,Gas,Automatic,300,Jeddah,38000,False,13,126.666667
Mercedes,C,2018,Gulf Arabic,Silver,Full,2.0,Gas,Automatic,57000,Dammam,175000,False,7,3.070175
Hyundai,Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,115300,Dammam,35000,False,6,0.303556
Audi,A6,2014,Saudi,White,Full,3.5,Gas,Automatic,79000,Jeddah,85000,False,11,1.075949
Mercedes,C,2016,Saudi,Another Color,Full,2.0,Gas,Automatic,46000,Jeddah,142000,False,9,3.086957
Toyota,Corolla,2015,Gulf Arabic,Silver,Semi Full,2.5,Gas,Automatic,96000,Tabouk,40000,False,10,0.416667
Mercedes,E,1998,Saudi,Bronze,Full,3.2,Gas,Automatic,490000,Dammam,8500,False,27,0.017347
Geely,Azkarra,2021,Saudi,Grey,Full,1.5,Gas,Automatic,20000,Qassim,78000,False,4,3.9
Toyota,Camry,2021,Saudi,Silver,Standard,2.5,Gas,Automatic,10000,Taef,1519,False,4,0.1519
Ford,Marquis,2010,Other,White,Full,3.0,Gas,Automatic,250,Tabouk,30000,False,15,120.0
Kia,Optima,2018,Saudi,Black,Standard,2.0,Gas,Automatic,135000,Dammam,1345,False,7,0.009963
Toyota,Corolla,2020,Saudi,Silver,Standard,1.6,Gas,Automatic,48563,Hail,1002,False,5,0.020633
Kia,Cerato,2018,Gulf Arabic,White,Standard,1.6,Gas,Automatic,215000,Al-Medina,30000,False,7,0.139535
Kia,Cadenza,2020,Saudi,Navy,Standard,3.3,Gas,Automatic,33300,Riyadh,2191,False,5,0.065796
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,198,Riyadh,48000,False,10,242.424242
Cadillac,Escalade,2007,Other,Black,Semi Full,6.2,Gas,Automatic,476000,Qassim,18000,False,18,0.037815
Ford,Taurus,2014,Unknown,White,Standard,3.5,Gas,Automatic,266000,Taef,50000,False,11,0.18797
Chevrolet,Traverse,2014,Unknown,Black,Standard,3.6,Gas,Automatic,195000,Riyadh,42000,False,11,0.215385
Kia,Carenz,2015,Saudi,White,Standard,2.0,Gas,Automatic,147,Riyadh,32000,False,10,217.687075
Hyundai,Sonata,2013,Saudi,White,Standard,2.4,Gas,Manual,490000,Hafar Al-Batin,16000,False,12,0.032653
Toyota,Furniture,2020,Saudi,White,Semi Full,2.7,Gas,Automatic,28000,Dammam,110000,False,5,3.928571
Toyota,Land Cruiser,2006,Saudi,White,Standard,4.5,Gas,Manual,86000,Dammam,90000,False,19,1.046512
Toyota,Land Cruiser,2006,Saudi,White,Full,4.5,Gas,Automatic,199000,Dammam,77000,False,19,0.386935
Toyota,Land Cruiser,2006,Saudi,Another Color,Full,4.5,Gas,Automatic,215000,Dammam,79000,False,19,0.367442
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,201000,Dammam,85000,False,7,0.422886
Nissan,Pathfinder,2014,Saudi,Silver,Semi Full,6.0,Gas,Automatic,23800,Riyadh,40000,False,11,1.680672
Jeep,Grand Cherokee,2015,Saudi,Silver,Standard,3.6,Gas,Automatic,148,Jeddah,69500,False,10,469.594595
Nissan,Datsun,2015,Saudi,White,Full,2.4,Gas,Manual,200000,Taef,35000,False,10,0.175
Hyundai,Accent,2007,Gulf Arabic,Blue,Standard,1.6,Gas,Manual,382010,Riyadh,9000,False,18,0.02356
Mitsubishi,Pajero,2018,Saudi,White,Full,3.8,Gas,Automatic,62000,Aseer,82000,False,7,1.322581
Jaguar,Xf,2017,Saudi,Black,Full,2.0,Gas,Automatic,100000,Aseer,95000,False,8,0.95
Mercedes,C,2018,Other,Grey,Full,2.0,Gas,Automatic,91000,Aseer,138000,False,7,1.516484
Mazda,Cx5,2019,Saudi,White,Standard,2.5,Gas,Automatic,84000,Hail,75000,False,6,0.892857
Chevrolet,Suburban,2007,Saudi,Black,Full,5.3,Gas,Automatic,300000,Qurayyat,30000,False,18,0.1
Ford,Victoria,2011,Saudi,Another Color,Standard,4.6,Gas,Automatic,128000,Yanbu,43000,False,14,0.335938
Mazda,Cx5,2021,Saudi,Blue,Full,2.5,Gas,Automatic,4950,Makkah,117000,False,4,23.636364
Nissan,Pathfinder,2006,Saudi,Blue,Semi Full,4.0,Gas,Automatic,325000,Riyadh,15000,False,19,0.046154
Gmc,Yukon,2013,Saudi,White,Full,5.3,Gas,Automatic,19400,Yanbu,95000,False,12,4.896907
Toyota,Hilux,2009,Saudi,White,Standard,1.5,Gas,Manual,25788,Makkah,30000,False,16,1.163332
Toyota,Prado,2018,Saudi,White,Semi Full,4.0,Gas,Automatic,131000,Qassim,137000,False,7,1.045802
Hyundai,Elantra,2014,Saudi,White,Full,1.6,Gas,Automatic,410000,Riyadh,25000,False,11,0.060976
Audi,A7,2016,Saudi,Grey,Full,3.0,Gas,Automatic,130000,Dammam,125000,False,9,0.961538
Daihatsu,Delta,1990,Gulf Arabic,Another Color,Full,3.7,Gas,Automatic,15800,Najran,50000,False,35,3.164557
Chevrolet,Impala,2016,Saudi,White,Semi Full,3.6,Gas,Automatic,51000,Riyadh,62000,False,9,1.215686
Chevrolet,Tahoe,2011,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,206000,Riyadh,37000,False,14,0.179612
Hyundai,Sonata,2016,Saudi,White,Full,2.4,Gas,Automatic,230000,Aseer,45000,False,9,0.195652
Gmc,Yukon,2013,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,7800,Dammam,110000,False,12,14.102564
Toyota,Camry,2014,Gulf Arabic,White,Standard,2.5,Gas,Automatic,130000,Jeddah,37000,False,11,0.284615
Toyota,Camry,2007,Gulf Arabic,Silver,Full,2.4,Gas,Manual,450,Tabouk,16500,False,18,36.666667
Geely,Azkarra,2021,Saudi,White,Full,1.5,Gas,Automatic,23000,Dammam,75000,False,4,3.26087
Hyundai,Sonata,2018,Saudi,Grey,Semi Full,2.4,Gas,Automatic,179000,Makkah,42000,False,7,0.234637
Toyota,Land Cruiser,2014,Gulf Arabic,White,Full,4.6,Gas,Automatic,213000,Dammam,142000,False,11,0.666667
Toyota,Land Cruiser,2015,Gulf Arabic,White,Full,4.6,Gas,Automatic,280000,Dammam,140000,False,10,0.5
Toyota,Land Cruiser,2013,Saudi,White,Full,4.6,Gas,Automatic,281000,Dammam,135000,False,12,0.480427
Toyota,Land Cruiser,2015,Gulf Arabic,White,Semi Full,4.6,Gas,Automatic,248000,Dammam,135000,False,10,0.544355
Toyota,Land Cruiser,2013,Gulf Arabic,White,Full,4.6,Gas,Automatic,308000,Dammam,120000,False,12,0.38961
Toyota,Innova,2020,Saudi,White,Standard,2.7,Gas,Automatic,50000,Dammam,83000,False,5,1.66
Toyota,Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,74000,Dammam,79000,False,7,1.067568
Mazda,Cx9,2016,Gulf Arabic,White,Full,3.7,Gas,Automatic,193000,Dammam,68000,False,9,0.352332
Ford,Expedition,2014,Saudi,Black,Semi Full,5.4,Gas,Automatic,151000,Dammam,65000,False,11,0.430464
Nissan,X-Trail,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,99000,Dammam,62000,False,8,0.626263
Hyundai,H1,2016,Saudi,Silver,Semi Full,2.4,Gas,Automatic,91000,Dammam,52000,False,9,0.571429
Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,190000,Dammam,50000,False,12,0.263158
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,277000,Dammam,48000,False,10,0.173285
Ford,Expedition,2012,Saudi,Silver,Standard,5.4,Gas,Automatic,207000,Dammam,47000,False,13,0.227053
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,327000,Dammam,46000,False,8,0.140673
Toyota,Camry,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,319000,Dammam,46000,False,8,0.144201
Kia,Carnival,2016,Saudi,Bronze,Semi Full,3.3,Gas,Automatic,243000,Dammam,46000,False,9,0.1893
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,55000,Dammam,45000,False,9,0.818182
Nissan,Navara,2016,Saudi,White,Standard,2.4,Gas,Manual,204000,Dammam,42000,False,9,0.205882
Nissan,Patrol,2006,Saudi,White,Standard,4.0,Gas,Manual,106000,Dammam,37000,False,19,0.349057
Hyundai,Accent,2017,Saudi,Brown,Standard,1.4,Gas,Automatic,186000,Dammam,30000,False,8,0.16129
Mercury,Grand Marquis,2011,Saudi,Blue,Semi Full,4.6,Gas,Automatic,300000,Dammam,27000,False,14,0.09
Lexus,Gs,2016,Other,Silver,Semi Full,2.5,Gas,Automatic,58000,Dammam,137000,False,9,2.362069
Chevrolet,Tahoe,2015,Other,White,Full,5.3,Gas,Automatic,193000,Dammam,118000,False,10,0.611399
Ford,Taurus,2017,Other,Grey,Semi Full,3.5,Gas,Automatic,131000,Dammam,67000,False,8,0.51145
Ford,Taurus,2016,Other,Grey,Semi Full,3.5,Gas,Automatic,123000,Dammam,65000,False,9,0.528455
Ford,Expedition,2013,Saudi,White,Full,3.8,Gas,Automatic,300000,Dammam,55000,False,12,0.183333
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,67000,Dammam,52000,False,7,0.776119
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,69600,Dammam,52000,False,7,0.747126
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,52000,Dammam,51000,False,7,0.980769
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,54000,Dammam,42000,False,6,0.777778
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,80000,Dammam,42000,False,6,0.525
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,117000,Dammam,33000,False,7,0.282051
Bmw,The 5,2016,Saudi,Silver,Full,2.0,Gas,Automatic,120000,Riyadh,61000,False,9,0.508333
Gmc,Sierra,2014,Saudi,Brown,Semi Full,5.3,Gas,Automatic,155000,Riyadh,66500,False,11,0.429032
Nissan,Navara,2016,Saudi,White,Standard,2.5,Gas,Manual,185000,Hail,43000,False,9,0.232432
Toyota,Camry,2007,Saudi,White,Full,2.5,Gas,Automatic,420,Al-Medina,30000,False,18,71.428571
Toyota,Innova,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,224000,Al-Medina,62000,False,9,0.276786
Mercedes,S,2020,Gulf Arabic,Black,Full,3.0,Gas,Automatic,53000,Dammam,365000,False,5,6.886792
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,170000,Makkah,50000,False,10,0.294118
Toyota,Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Jeddah,21000,False,12,0.110526
Ford,Explorer,2016,Saudi,Navy,Standard,3.5,Gas,Automatic,87300,Riyadh,105000,False,9,1.202749
Hyundai,Tucson,2018,Saudi,Another Color,Standard,1.6,Gas,Automatic,146000,Dammam,75000,False,7,0.513699
Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,270000,Riyadh,49500,False,12,0.183333
Nissan,Gloria,1999,Saudi,White,Full,3.0,Gas,Automatic,147500,Riyadh,27500,False,26,0.186441
Bmw,The 5,2009,Saudi,Black,Full,2.3,Gas,Automatic,216500,Riyadh,24000,False,16,0.110855
Mercury,Grand Marquis,2008,Other,Navy,Full,4.0,Gas,Automatic,362000,Jeddah,19000,False,17,0.052486
Chevrolet,Suburban,1997,Other,Oily,Semi Full,6.0,Gas,Automatic,292764,Al-Medina,4000,False,28,0.013663
Toyota,Fj,2008,Saudi,Bronze,Full,4.0,Gas,Automatic,300000,Riyadh,50000,False,17,0.166667
Toyota,Furniture,2015,Saudi,White,Semi Full,4.0,Gas,Automatic,103000,Dammam,86000,False,10,0.834951
Toyota,Hilux,2015,Saudi,White,Full,2.7,Gas,Manual,184000,Aseer,70000,False,10,0.380435
Bmw,The 5,2018,Gulf Arabic,Black,Standard,2.0,Gas,Automatic,16000,Jubail,145000,False,7,9.0625
Nissan,Patrol,2019,Saudi,White,Full,4.0,Gas,Automatic,42000,Jeddah,185000,False,6,4.404762
Chevrolet,Tahoe,2014,Saudi,Silver,Semi Full,3.5,Gas,Automatic,95560,Dammam,80000,False,11,0.83717
Hyundai,Elantra,2020,Saudi,White,Standard,2.0,Gas,Automatic,130000,Dammam,53000,False,5,0.407692
Toyota,Fj,2012,Saudi,Black,Full,4.0,Gas,Automatic,35000,Riyadh,70000,False,13,2.0
Toyota,Land Cruiser,2007,Gulf Arabic,White,Semi Full,4.5,Gas,Manual,480000,Dammam,62000,False,18,0.129167
Ford,Expedition,2009,Saudi,Grey,Standard,5.4,Gas,Automatic,318500,Riyadh,24500,False,16,0.076923
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,115,Riyadh,22500,False,9,195.652174
Toyota,Hilux,2015,Saudi,White,Standard,2.7,Gas,Manual,300000,Riyadh,75000,False,10,0.25
Ford,Victoria,2011,Saudi,Brown,Full,4.6,Gas,Automatic,343000,Jeddah,29000,False,14,0.084548
Lexus,Lx,2020,Saudi,White,Full,5.7,Gas,Automatic,30000,Dammam,468000,False,5,15.6
Land Rover,Range Rover,2020,Other,Black,Full,5.0,Gas,Automatic,19000,Dammam,610000,False,5,32.105263
Toyota,Corolla,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,201000,Jeddah,35000,False,10,0.174129
Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,90000,Riyadh,26000,False,6,0.288889
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,92904,Riyadh,25000,False,7,0.269095
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,100000,Riyadh,33000,False,7,0.33
Mercedes,Sel,1990,Other,Grey,Full,4.0,Gas,Automatic,89000,Dammam,75000,False,35,0.842697
Mazda,3,2018,Saudi,Brown,Standard,2.0,Gas,Automatic,100000,Riyadh,53000,False,7,0.53
Toyota,Avalon,2011,Saudi,White,Full,3.5,Gas,Automatic,359000,Riyadh,60000,False,14,0.167131
Mercedes,S,2018,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,590,Dammam,390000,False,7,661.016949
Lexus,Lx,2018,Saudi,Navy,Full,5.7,Gas,Automatic,98000,Riyadh,365000,False,7,3.72449
Toyota,Prado,2018,Gulf Arabic,White,Standard,4.0,Gas,Automatic,90000,Jeddah,138000,False,7,1.533333
Mitsubishi,Pajero,2015,Saudi,Brown,Semi Full,3.5,Gas,Automatic,99000,Al-Ahsa,55000,False,10,0.555556
Toyota,Camry,2017,Saudi,Another Color,Standard,2.5,Gas,Automatic,84000,Qassim,45000,False,8,0.535714
Hyundai,Accent,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,151000,Dammam,24000,False,9,0.15894
Gmc,Yukon,2009,Saudi,Another Color,Full,6.0,Gas,Automatic,182,Dammam,42000,False,16,230.769231
Toyota,Yaris,2019,Saudi,White,Standard,1.5,Gas,Automatic,30000,Dammam,46000,False,6,1.533333
Ford,Expedition,2003,Saudi,Black,Full,5.4,Gas,Automatic,400000,Al-Jouf,4000,False,22,0.01
Hyundai,Tucson,2015,Gulf Arabic,White,Standard,2.0,Gas,Automatic,66000,Jeddah,47000,False,10,0.712121
Mercedes,S,2015,Other,Black,Full,3.0,Gas,Automatic,300000,Riyadh,188000,False,10,0.626667
Kia,Optima,2018,Unknown,Black,Semi Full,2.4,Gas,Automatic,125000,Tabouk,55000,False,7,0.44
Chevrolet,Silverado,2010,Other,White,Semi Full,5.3,Gas,Automatic,73000,Al-Ahsa,37000,False,15,0.506849
Nissan,Maxima,2014,Gulf Arabic,White,Semi Full,3.5,Gas,Automatic,180,Riyadh,40000,False,11,222.222222
Nissan,Patrol,2019,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,72000,Najran,160000,False,6,2.222222
Toyota,Land Cruiser,2004,Saudi,White,Full,4.0,Gas,Manual,600000,Jeddah,34800,False,21,0.058
Hyundai,Tuscani,2016,Saudi,Red,Semi Full,2.0,Gas,Automatic,95000,Riyadh,55000,False,9,0.578947
Ford,Victoria,2011,Saudi,Bronze,Full,1.2,Gas,Automatic,60000,Jeddah,55000,False,14,0.916667
Chevrolet,Kaptiva,2012,Saudi,Black,Semi Full,1.9,Gas,Automatic,50000,Al-Medina,27000,False,13,0.54
Jeep,Compass,2016,Saudi,White,Full,2.4,Gas,Automatic,247885,Jazan,38999,False,9,0.157327
Toyota,Prado,2006,Saudi,Silver,Semi Full,4.0,Gas,Manual,2800000,Makkah,35000,False,19,0.0125
Toyota,Camry,2015,Saudi,White,Standard,1.5,Gas,Automatic,180,Arar,28000,False,10,155.555556
Kia,Optima,2019,Saudi,Brown,Standard,2.0,Gas,Automatic,91000,Qassim,1440,False,6,0.015824
Toyota,Land Cruiser,2016,Gulf Arabic,White,Full,4.6,Gas,Manual,95000,Hail,160000,False,9,1.684211
Nissan,Armada,2012,Saudi,Blue,Full,5.6,Gas,Automatic,138000,Jeddah,60000,False,13,0.434783
Audi,A3,2016,Saudi,Navy,Full,1.4,Gas,Automatic,59000,Jeddah,70000,False,9,1.186441
Toyota,Camry,2019,Saudi,White,Full,2.5,Gas,Automatic,36000,Aseer,95000,False,6,2.638889
Nissan,Murano,2008,Saudi,Black,Standard,1.0,Gas,Automatic,300,Riyadh,9500,False,17,31.666667
Chevrolet,Tahoe,2013,Saudi,Black,Standard,1.8,Gas,Automatic,350000,Dammam,50000,False,12,0.142857
Kia,Sportage,2017,Saudi,Golden,Standard,2.0,Gas,Automatic,75000,Al-Ahsa,50000,False,8,0.666667
Toyota,Cressida,1991,Other,White,Full,2.4,Gas,Manual,100,Riyadh,5000,False,34,50.0
Lexus,Lx,2020,Saudi,Black,Full,5.7,Gas,Automatic,10800,Jeddah,418000,False,5,38.703704
Ford,Expedition,2007,Saudi,Blue,Semi Full,5.4,Gas,Automatic,300,Aseer,18000,False,18,60.0
Hyundai,Elantra,2006,Other,Golden,Standard,1.0,Gas,Manual,2500,Jeddah,9500,False,19,3.8
Land Rover,Range Rover,2020,Saudi,Black,Full,5.0,Gas,Automatic,100,Dammam,700000,False,5,7000.0
Bmw,X,2020,Gulf Arabic,Oily,Full,3.0,Gas,Automatic,2300,Dammam,465000,False,5,202.173913
Bmw,The 7,2020,Gulf Arabic,White,Full,2.0,Gas,Automatic,4500,Dammam,325000,False,5,72.222222
Aston Martin,Db9,2010,Saudi,Bronze,Full,6.0,Gas,Automatic,71000,Dammam,180000,False,15,2.535211
Maserati,Quattroporte,2014,Gulf Arabic,White,Full,3.8,Gas,Automatic,115000,Dammam,125000,False,11,1.086957
Porsche,Cayman,2008,Saudi,Blue,Full,2.0,Gas,Automatic,66000,Dammam,70000,False,17,1.060606
Maserati,Levante,2020,Saudi,Blue,Full,3.0,Gas,Automatic,500,Dammam,370000,False,5,740.0
Audi,A8,2019,Saudi,Navy,Full,3.0,Gas,Automatic,41000,Dammam,325000,False,6,7.926829
Audi,A8,2018,Gulf Arabic,Black,Full,3.0,Gas,Automatic,68800,Dammam,315000,False,7,4.578488
Mercedes,C,2019,Saudi,Silver,Semi Full,2.0,Gas,Automatic,44000,Dammam,185000,False,6,4.204545
Mercedes,C,2018,Saudi,Grey,Full,3.0,Gas,Automatic,44000,Dammam,180000,False,7,4.090909
Suzuki,Jimny,2020,Saudi,White,Full,1.5,Gas,Automatic,12000,Dammam,175000,False,5,14.583333
Mercedes,C,2015,Saudi,Red,Full,2.0,Gas,Automatic,125000,Dammam,119000,False,10,0.952
Ford,Taurus,2010,Other,Silver,Semi Full,3.5,Gas,Automatic,318000,Riyadh,23000,False,15,0.072327
Maserati,Levante,2020,Saudi,Blue,Full,3.0,Gas,Automatic,3000,Dammam,385000,False,5,128.333333
Toyota,Camry,2017,Other,Silver,Full,2.5,Gas,Automatic,88348,Qassim,70000,False,8,0.792321
Toyota,Furniture,2015,Saudi,Grey,Semi Full,2.7,Gas,Automatic,114900,Jeddah,55000,False,10,0.478677
Bentley,Flying Spur,2009,Saudi,White,Full,6.0,Gas,Automatic,49000,Makkah,220000,False,16,4.489796
Chevrolet,Cruze,2013,Saudi,Grey,Semi Full,1.8,Gas,Automatic,197000,Dammam,14500,False,12,0.073604
Chevrolet,Tahoe,2020,Saudi,Grey,Standard,5.3,Gas,Automatic,30000,Dammam,155000,False,5,5.166667
Bmw,The 7,2018,Saudi,White,Semi Full,3.6,Gas,Automatic,36000,Riyadh,230000,False,7,6.388889
Jeep,Grand Cherokee,2013,Saudi,Grey,Full,5.7,Gas,Automatic,77000,Dammam,77000,False,12,1.0
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,73000,Qassim,61000,False,9,0.835616
Jaguar,F-Pace,2017,Other,White,Semi Full,2.0,Diesel,Automatic,199,Riyadh,155000,False,8,778.894472
Toyota,Furniture,2017,Saudi,Silver,Semi Full,4.0,Gas,Automatic,83000,Al-Medina,110000,False,8,1.325301
Gmc,Suburban,2000,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,128000,Aseer,80000,False,25,0.625
Mercedes,E,2017,Gulf Arabic,Oily,Full,2.0,Gas,Automatic,31000,Riyadh,226000,False,8,7.290323
Hyundai,Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,72000,Dammam,40000,False,6,0.555556
Great Wall,Wingle,2020,Saudi,Another Color,Full,2.0,Diesel,Manual,73000,Jeddah,1197,False,5,0.016397
Chevrolet,Impala,2016,Saudi,Black,Full,3.6,Gas,Automatic,162000,Dammam,80000,False,9,0.493827
Toyota,Camry,2019,Saudi,Brown,Full,3.5,Gas,Automatic,77000,Khobar,90000,False,6,1.168831
Ford,Mustang,2015,Other,Black,Standard,5.0,Gas,Manual,119000,Dammam,85000,False,10,0.714286
Hyundai,Senta Fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,212000,Dammam,57000,False,9,0.268868
Toyota,Corolla,2010,Saudi,White,Standard,1.6,Gas,Manual,3500000,Sakaka,22000,False,15,0.006286
Hyundai,Tucson,2013,Saudi,Silver,Semi Full,2.0,Gas,Automatic,120000,Jeddah,32000,False,12,0.266667
Volkswagen,Jetta,2017,Saudi,White,Full,2.5,Gas,Automatic,82000,Riyadh,54000,False,8,0.658537
Ford,Taurus,2015,Other,White,Full,3.0,Gas,Automatic,217000,Riyadh,49000,False,10,0.225806
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,78592,Qassim,64000,False,7,0.814332
Toyota,Prado,2020,Saudi,White,Semi Full,4.0,Gas,Automatic,17000,Dammam,173000,False,5,10.176471
Mercedes,S,2014,Gulf Arabic,Blue,Full,5.0,Gas,Automatic,124000,Dammam,215000,False,11,1.733871
Chevrolet,Spark,2017,Saudi,White,Semi Full,1.4,Gas,Automatic,108,Dammam,20000,False,8,185.185185
Nissan,Sylvian Bus,1998,Saudi,White,Standard,3.0,Gas,Manual,200000,Dammam,14000,False,27,0.07
Toyota,Camry,2001,Saudi,Silver,Standard,2.5,Gas,Manual,439000,Dammam,12000,False,24,0.027335
Gmc,Yukon,2002,Other,Black,Semi Full,5.3,Gas,Automatic,300000,Jeddah,10000,False,23,0.033333
Hyundai,Sonata,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,110875,Riyadh,57000,False,6,0.514092
Renault,Dokker,2018,Saudi,White,Standard,1.6,Gas,Manual,88000,Riyadh,30000,False,7,0.340909
Toyota,Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,92000,Dammam,130000,False,7,1.413043
Toyota,Land Cruiser,2021,Saudi,White,Semi Full,4.5,Diesel,Automatic,15000,Dammam,262000,False,4,17.466667
Ford,Fusion,2012,Saudi,White,Standard,2.5,Gas,Automatic,219000,Jazan,14500,False,13,0.06621
Lexus,Lx,2014,Saudi,Grey,Full,5.7,Gas,Automatic,150000,Dammam,190000,False,11,1.266667
Ford,Mustang,2001,Other,Another Color,Full,3.8,Gas,Automatic,163000,Jubail,12000,False,24,0.07362
Toyota,Land Cruiser Pickup,2018,Saudi,Another Color,Full,4.0,Gas,Manual,28000,Dammam,147000,False,7,5.25
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,172000,Dammam,77000,False,9,0.447674
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,63000,Dammam,252000,False,6,4.0
Gmc,Sierra,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,86000,Dammam,98000,False,10,1.139535
Toyota,Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,53000,Dammam,255000,False,6,4.811321
Lexus,Lx,2020,Gulf Arabic,Bronze,Full,5.7,Gas,Automatic,9000,Dammam,423000,False,5,47.0
Hyundai,Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,73000,Dammam,48500,False,6,0.664384
Gmc,Sierra,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,77000,Dammam,105000,False,10,1.363636
Toyota,Fj,2014,Saudi,Another Color,Semi Full,4.0,Gas,Automatic,199000,Dammam,95000,False,11,0.477387
Haval,H6,2020,Saudi,Silver,Standard,2.0,Gas,Automatic,20000,Dammam,57000,False,5,2.85
Gmc,Sierra,2021,Saudi,Grey,Full,5.3,Gas,Automatic,2000,Dammam,187000,False,4,93.5
Nissan,X-Terra,2013,Saudi,White,Full,4.0,Gas,Automatic,95000,Qassim,61000,False,12,0.642105
Toyota,Land Cruiser,2019,Gulf Arabic,White,Full,4.6,Gas,Manual,74000,Dammam,180000,False,6,2.432432
Dodge,Charger,2019,Saudi,Blue,Semi Full,3.6,Gas,Automatic,56000,Al-Medina,108000,False,6,1.928571
